"Date" "NHSBoard" "TotalAttendances" "Within4Hours" "Over4Hours" "Over8Hours" "Over12Hours"
"1993" 2019-05-31 "NHS Forth Valley" 7805 7018 787 35 0
"1994" 2019-05-31 "NHS Grampian" 12166 11451 715 28 0
"1995" 2019-05-31 "NHS Greater Glasgow & Clyde" 39114 34391 4723 285 8
"1996" 2019-05-31 "NHS Highland" 9894 9478 416 19 3
"1997" 2019-05-31 "NHS Lanarkshire" 18988 16681 2307 276 66
"1998" 2019-05-31 "NHS Lothian" 24540 21711 2829 225 47
"1999" 2019-05-31 "NHS Orkney" 589 559 30 0 0
"2000" 2019-05-31 "NHS Shetland" 682 664 18 1 0
"2001" 2019-05-31 "NHS Tayside" 9573 9270 303 3 1
"2002" 2019-05-31 "NHS Western Isles" 865 849 16 0 0
"2003" 2019-06-30 "NHS Ayrshire & Arran" 10397 9405 992 290 95
"2004" 2019-06-30 "NHS Borders" 2991 2804 187 21 11
"2005" 2019-06-30 "NHS Dumfries & Galloway" 4204 3837 367 44 4
"2006" 2019-06-30 "NHS Fife" 8003 7594 409 5 0
"2007" 2019-06-30 "NHS Forth Valley" 7721 6754 967 35 6
"2008" 2019-06-30 "NHS Grampian" 12204 11375 829 45 1
"2009" 2019-06-30 "NHS Greater Glasgow & Clyde" 37898 33234 4664 308 13
"2010" 2019-06-30 "NHS Highland" 9930 9535 395 18 0
"2011" 2019-06-30 "NHS Lanarkshire" 18054 15886 2168 214 37
"2012" 2019-06-30 "NHS Lothian" 24196 21405 2791 293 47
"2013" 2019-06-30 "NHS Orkney" 594 577 17 1 0
"2014" 2019-06-30 "NHS Shetland" 702 693 9 0 0
"2015" 2019-06-30 "NHS Tayside" 9881 9415 466 9 0
"2016" 2019-06-30 "NHS Western Isles" 852 835 17 0 0
"2017" 2019-07-31 "NHS Ayrshire & Arran" 10448 9262 1186 368 138
"2018" 2019-07-31 "NHS Borders" 3104 2850 254 31 5
"2019" 2019-07-31 "NHS Dumfries & Galloway" 4492 4050 442 69 8
"2020" 2019-07-31 "NHS Fife" 8438 8027 411 1 0
"2021" 2019-07-31 "NHS Forth Valley" 7754 7005 749 12 1
"2022" 2019-07-31 "NHS Grampian" 12514 11683 831 34 2
"2023" 2019-07-31 "NHS Greater Glasgow & Clyde" 38121 33681 4440 181 5
"2024" 2019-07-31 "NHS Highland" 10732 10242 490 22 1
"2025" 2019-07-31 "NHS Lanarkshire" 18477 16314 2163 270 63
"2026" 2019-07-31 "NHS Lothian" 24134 22222 1912 182 44
"2027" 2019-07-31 "NHS Orkney" 677 647 30 2 0
"2028" 2019-07-31 "NHS Shetland" 702 678 24 2 0
"2029" 2019-07-31 "NHS Tayside" 10130 9819 311 5 1
"2030" 2019-07-31 "NHS Western Isles" 978 969 9 1 0
"2031" 2019-08-31 "NHS Ayrshire & Arran" 10308 8774 1534 536 251
"2032" 2019-08-31 "NHS Borders" 3094 2866 228 13 4
"2033" 2019-08-31 "NHS Dumfries & Galloway" 4769 4480 289 13 1
"2034" 2019-08-31 "NHS Fife" 8511 7970 541 7 1
"2035" 2019-08-31 "NHS Forth Valley" 8044 7227 817 7 0
"2036" 2019-08-31 "NHS Grampian" 12180 11427 753 21 1
"2037" 2019-08-31 "NHS Greater Glasgow & Clyde" 38725 34796 3929 189 1
"2038" 2019-08-31 "NHS Highland" 10575 10133 442 11 0
"2039" 2019-08-31 "NHS Lanarkshire" 18793 15865 2928 380 68
"2040" 2019-08-31 "NHS Lothian" 25180 22739 2441 211 27
"2041" 2019-08-31 "NHS Orkney" 651 637 14 0 0
"2042" 2019-08-31 "NHS Shetland" 758 724 34 0 0
"2043" 2019-08-31 "NHS Tayside" 10039 9622 417 18 0
"2044" 2019-08-31 "NHS Western Isles" 887 882 5 0 0
"2045" 2019-09-30 "NHS Ayrshire & Arran" 10220 9323 897 248 82
"2046" 2019-09-30 "NHS Borders" 2882 2666 216 14 6
"2047" 2019-09-30 "NHS Dumfries & Galloway" 4400 4050 350 16 2
"2048" 2019-09-30 "NHS Fife" 8335 7668 667 37 0
"2049" 2019-09-30 "NHS Forth Valley" 8048 7035 1013 31 2
"2050" 2019-09-30 "NHS Grampian" 12411 11494 917 42 0
"2051" 2019-09-30 "NHS Greater Glasgow & Clyde" 39140 34034 5106 354 7
"2052" 2019-09-30 "NHS Highland" 9820 9345 475 16 2
"2053" 2019-09-30 "NHS Lanarkshire" 18499 15355 3144 441 142
"2054" 2019-09-30 "NHS Lothian" 25217 22275 2942 407 125
"2055" 2019-09-30 "NHS Orkney" 614 606 8 1 1
"2056" 2019-09-30 "NHS Shetland" 632 603 29 0 0
"2057" 2019-09-30 "NHS Tayside" 9849 9437 412 10 0
"2058" 2019-09-30 "NHS Western Isles" 841 830 11 1 0
"2059" 2019-10-31 "NHS Ayrshire & Arran" 9853 8419 1434 532 252
"2060" 2019-10-31 "NHS Borders" 2842 2601 241 16 2
"2061" 2019-10-31 "NHS Dumfries & Galloway" 4336 3952 384 38 4
"2062" 2019-10-31 "NHS Fife" 7646 7086 560 14 0
"2063" 2019-10-31 "NHS Forth Valley" 7740 6841 899 20 2
"2064" 2019-10-31 "NHS Grampian" 11742 10836 906 51 3
"2065" 2019-10-31 "NHS Greater Glasgow & Clyde" 38610 32562 6048 554 60
"2066" 2019-10-31 "NHS Highland" 8722 8248 474 35 0
"2067" 2019-10-31 "NHS Lanarkshire" 18506 15308 3198 567 167
"2068" 2019-10-31 "NHS Lothian" 25081 21683 3398 637 167
"2069" 2019-10-31 "NHS Orkney" 568 553 15 0 0
"2070" 2019-10-31 "NHS Shetland" 588 542 46 0 0
"2071" 2019-10-31 "NHS Tayside" 9068 8754 314 3 0
"2072" 2019-10-31 "NHS Western Isles" 766 760 6 0 0
"2073" 2019-11-30 "NHS Ayrshire & Arran" 9575 7868 1707 711 343
"2074" 2019-11-30 "NHS Borders" 2790 2389 401 74 31
"2075" 2019-11-30 "NHS Dumfries & Galloway" 3974 3514 460 57 8
"2076" 2019-11-30 "NHS Fife" 7681 7121 560 16 0
"2077" 2019-11-30 "NHS Forth Valley" 7320 6377 943 51 2
"2078" 2019-11-30 "NHS Grampian" 11602 10623 979 59 6
"2079" 2019-11-30 "NHS Greater Glasgow & Clyde" 38361 31370 6991 752 92
"2080" 2019-11-30 "NHS Highland" 8272 7732 540 74 4
"2081" 2019-11-30 "NHS Lanarkshire" 17564 14470 3094 432 124
"2082" 2019-11-30 "NHS Lothian" 24515 19954 4561 1086 377
"2083" 2019-11-30 "NHS Orkney" 541 531 10 0 0
"2084" 2019-11-30 "NHS Shetland" 589 568 21 2 0
"2085" 2019-11-30 "NHS Tayside" 8495 8225 270 6 0
"2086" 2019-11-30 "NHS Western Isles" 694 690 4 0 0
"2087" 2019-12-31 "NHS Ayrshire & Arran" 9585 7862 1723 667 337
"2088" 2019-12-31 "NHS Borders" 2866 2440 426 85 33
"2089" 2019-12-31 "NHS Dumfries & Galloway" 4265 3678 587 71 7
"2090" 2019-12-31 "NHS Fife" 7618 6703 915 62 6
"2091" 2019-12-31 "NHS Forth Valley" 7193 6237 956 19 3
"2092" 2019-12-31 "NHS Grampian" 12107 10921 1186 93 13
"2093" 2019-12-31 "NHS Greater Glasgow & Clyde" 36914 29501 7413 1278 281
"2094" 2019-12-31 "NHS Highland" 8803 8172 631 56 13
"2095" 2019-12-31 "NHS Lanarkshire" 17625 13614 4011 660 186
"2096" 2019-12-31 "NHS Lothian" 23724 19066 4658 900 227
"2097" 2019-12-31 "NHS Orkney" 600 585 15 1 0
"2098" 2019-12-31 "NHS Shetland" 611 578 33 2 0
"2099" 2019-12-31 "NHS Tayside" 8745 8456 289 4 1
"2100" 2019-12-31 "NHS Western Isles" 762 734 28 1 0
"2101" 2020-01-31 "NHS Ayrshire & Arran" 9111 7134 1977 913 516
"2102" 2020-01-31 "NHS Borders" 2776 2446 330 48 26
"2103" 2020-01-31 "NHS Dumfries & Galloway" 3854 3367 487 69 3
"2104" 2020-01-31 "NHS Fife" 7635 6869 766 49 0
"2105" 2020-01-31 "NHS Forth Valley" 7223 6360 863 30 2
"2106" 2020-01-31 "NHS Grampian" 11616 10540 1076 67 8
"2107" 2020-01-31 "NHS Greater Glasgow & Clyde" 36794 30524 6270 835 137
"2108" 2020-01-31 "NHS Highland" 8161 7695 466 62 12
"2109" 2020-01-31 "NHS Lanarkshire" 17504 14807 2697 400 109
"2110" 2020-01-31 "NHS Lothian" 23617 19514 4103 1004 400
"2111" 2020-01-31 "NHS Orkney" 585 559 26 0 0
"2112" 2020-01-31 "NHS Shetland" 587 556 31 0 0
"2113" 2020-01-31 "NHS Tayside" 8514 8342 172 2 0
"2114" 2020-01-31 "NHS Western Isles" 748 728 20 0 0
"2115" 2020-02-29 "NHS Ayrshire & Arran" 8285 6438 1847 816 429
"2116" 2020-02-29 "NHS Borders" 2444 2134 310 61 17
"2117" 2020-02-29 "NHS Dumfries & Galloway" 3699 3281 418 50 9
"2118" 2020-02-29 "NHS Fife" 7199 6487 712 50 0
"2119" 2020-02-29 "NHS Forth Valley" 6775 6392 383 4 1
"2120" 2020-02-29 "NHS Grampian" 10712 9912 800 38 6
"2121" 2020-02-29 "NHS Greater Glasgow & Clyde" 33780 28642 5138 692 79
"2122" 2020-02-29 "NHS Highland" 7572 7133 439 36 3
"2123" 2020-02-29 "NHS Lanarkshire" 16134 13756 2378 366 93
"2124" 2020-02-29 "NHS Lothian" 21909 18007 3902 1039 454
"2125" 2020-02-29 "NHS Orkney" 562 529 33 3 0
"2126" 2020-02-29 "NHS Shetland" 591 546 45 2 1
"2127" 2020-02-29 "NHS Tayside" 8071 7883 188 4 1
"2128" 2020-02-29 "NHS Western Isles" 608 599 9 0 0
"2129" 2020-03-31 "NHS Ayrshire & Arran" 7148 6216 932 358 191
"2130" 2020-03-31 "NHS Borders" 1960 1691 269 41 17
"2131" 2020-03-31 "NHS Dumfries & Galloway" 3099 2749 350 72 16
"2132" 2020-03-31 "NHS Fife" 5720 5251 469 18 0
"2133" 2020-03-31 "NHS Forth Valley" 5618 5234 384 21 10
"2134" 2020-03-31 "NHS Grampian" 8912 8169 743 43 1
"2135" 2020-03-31 "NHS Greater Glasgow & Clyde" 24827 21777 3050 237 23
"2136" 2020-03-31 "NHS Highland" 5983 5644 339 28 2
"2137" 2020-03-31 "NHS Lanarkshire" 12614 10890 1724 257 67
"2138" 2020-03-31 "NHS Lothian" 17764 15374 2390 428 151
"2139" 2020-03-31 "NHS Orkney" 415 394 21 0 0
"2140" 2020-03-31 "NHS Shetland" 451 410 41 2 0
"2141" 2020-03-31 "NHS Tayside" 6226 6060 166 6 0
"2142" 2020-03-31 "NHS Western Isles" 488 480 8 1 0
"2143" 2020-04-30 "NHS Ayrshire & Arran" 5403 5200 203 15 0
"2144" 2020-04-30 "NHS Borders" 1494 1336 158 3 0
"2145" 2020-04-30 "NHS Dumfries & Galloway" 2105 1980 125 4 0
"2146" 2020-04-30 "NHS Fife" 3387 3279 108 2 0
"2147" 2020-04-30 "NHS Forth Valley" 3718 3614 104 3 1
"2148" 2020-04-30 "NHS Grampian" 5405 5007 398 17 0
"2149" 2020-04-30 "NHS Greater Glasgow & Clyde" 14322 13380 942 40 1
"2150" 2020-04-30 "NHS Highland" 3480 3378 102 3 1
"2151" 2020-04-30 "NHS Lanarkshire" 9281 8733 548 46 6
"2152" 2020-04-30 "NHS Lothian" 12030 11481 549 24 1
"2153" 2020-04-30 "NHS Orkney" 236 233 3 0 0
"2154" 2020-04-30 "NHS Shetland" 352 327 25 0 0
"2155" 2020-04-30 "NHS Tayside" 3613 3543 70 1 1
"2156" 2020-04-30 "NHS Western Isles" 291 285 6 1 0
"2157" 2020-05-31 "NHS Ayrshire & Arran" 7421 7131 290 12 0
"2158" 2020-05-31 "NHS Borders" 1913 1765 148 12 3
"2159" 2020-05-31 "NHS Dumfries & Galloway" 2828 2675 153 5 0
"2160" 2020-05-31 "NHS Fife" 4989 4815 174 3 0
"2161" 2020-05-31 "NHS Forth Valley" 4945 4847 98 0 0
"2162" 2020-05-31 "NHS Grampian" 6256 5996 260 6 0
"2163" 2020-05-31 "NHS Greater Glasgow & Clyde" 20036 19191 845 31 6
"2164" 2020-05-31 "NHS Highland" 4762 4567 195 4 0
"2165" 2020-05-31 "NHS Lanarkshire" 13094 12333 761 67 5
"2166" 2020-05-31 "NHS Lothian" 16150 15427 723 24 3
"2167" 2020-05-31 "NHS Orkney" 357 348 9 1 0
"2168" 2020-05-31 "NHS Shetland" 371 367 4 0 0
"2169" 2020-05-31 "NHS Tayside" 5114 4988 126 3 0
"2170" 2020-05-31 "NHS Western Isles" 378 370 8 0 0
"2171" 2020-06-30 "NHS Ayrshire & Arran" 7904 7615 289 14 0
"2172" 2020-06-30 "NHS Borders" 2150 1898 252 35 8
"2173" 2020-06-30 "NHS Dumfries & Galloway" 3066 2898 168 10 1
"2174" 2020-06-30 "NHS Fife" 5813 5629 184 2 0
"2175" 2020-06-30 "NHS Forth Valley" 5859 5696 163 6 0
"2176" 2020-06-30 "NHS Grampian" 7478 7181 297 9 1
"2177" 2020-06-30 "NHS Greater Glasgow & Clyde" 23318 22460 858 24 0
"2178" 2020-06-30 "NHS Highland" 5615 5427 188 5 0
"2179" 2020-06-30 "NHS Lanarkshire" 15102 14091 1011 86 9
"2180" 2020-06-30 "NHS Lothian" 17737 16822 915 50 3
"2181" 2020-06-30 "NHS Orkney" 399 394 5 0 0
"2182" 2020-06-30 "NHS Shetland" 470 461 9 0 0
"2183" 2020-06-30 "NHS Tayside" 5824 5714 110 2 0
"2184" 2020-06-30 "NHS Western Isles" 496 490 6 0 0
"2185" 2020-07-31 "NHS Ayrshire & Arran" 8629 8243 386 24 1
"2186" 2020-07-31 "NHS Borders" 2431 2219 212 16 5
"2187" 2020-07-31 "NHS Dumfries & Galloway" 3373 3207 166 11 0
"2188" 2020-07-31 "NHS Fife" 6446 6197 249 7 0
"2189" 2020-07-31 "NHS Forth Valley" 6304 6034 270 4 0
"2190" 2020-07-31 "NHS Grampian" 9064 8463 601 14 2
"2191" 2020-07-31 "NHS Greater Glasgow & Clyde" 26056 25043 1013 39 1
"2192" 2020-07-31 "NHS Highland" 7003 6787 216 11 0
"2193" 2020-07-31 "NHS Lanarkshire" 15527 14375 1152 104 12
"2194" 2020-07-31 "NHS Lothian" 18984 17994 990 57 3
"2195" 2020-07-31 "NHS Orkney" 467 463 4 0 0
"2196" 2020-07-31 "NHS Shetland" 521 519 2 0 0
"2197" 2020-07-31 "NHS Tayside" 6890 6661 229 6 0
"2198" 2020-07-31 "NHS Western Isles" 490 485 5 0 0
"2199" 2020-08-31 "NHS Ayrshire & Arran" 9203 8614 589 69 3
"2200" 2020-08-31 "NHS Borders" 2520 2184 336 55 20
"2201" 2020-08-31 "NHS Dumfries & Galloway" 4019 3759 260 16 0
"2202" 2020-08-31 "NHS Fife" 7068 6745 323 8 0
"2203" 2020-08-31 "NHS Forth Valley" 6752 6290 462 17 3
"2204" 2020-08-31 "NHS Grampian" 9129 8518 611 34 2
"2205" 2020-08-31 "NHS Greater Glasgow & Clyde" 28870 27195 1675 85 0
"2206" 2020-08-31 "NHS Highland" 8076 7658 418 17 1
"2207" 2020-08-31 "NHS Lanarkshire" 16838 14911 1927 142 10
"2208" 2020-08-31 "NHS Lothian" 21136 19451 1685 92 10
"2209" 2020-08-31 "NHS Orkney" 520 513 7 0 0
"2210" 2020-08-31 "NHS Shetland" 522 514 8 0 0
"2211" 2020-08-31 "NHS Tayside" 7424 7077 347 9 1
"2212" 2020-08-31 "NHS Western Isles" 664 655 9 0 0
"2213" 2020-09-30 "NHS Ayrshire & Arran" 8176 7413 763 211 87
"2214" 2020-09-30 "NHS Borders" 2493 2133 360 55 21
"2215" 2020-09-30 "NHS Dumfries & Galloway" 3385 3182 203 11 2
"2216" 2020-09-30 "NHS Fife" 6789 6546 243 4 0
"2217" 2020-09-30 "NHS Forth Valley" 6060 5515 545 18 3
"2218" 2020-09-30 "NHS Grampian" 8900 8318 582 21 2
"2219" 2020-09-30 "NHS Greater Glasgow & Clyde" 28483 26755 1728 91 2
"2220" 2020-09-30 "NHS Highland" 7025 6660 365 17 0
"2221" 2020-09-30 "NHS Lanarkshire" 15898 13953 1945 143 22
"2222" 2020-09-30 "NHS Lothian" 20470 18382 2088 202 39
"2223" 2020-09-30 "NHS Orkney" 506 499 7 0 0
"2224" 2020-09-30 "NHS Shetland" 467 460 7 0 0
"2225" 2020-09-30 "NHS Tayside" 7069 6758 311 7 0
"2226" 2020-09-30 "NHS Western Isles" 509 498 11 0 0
"2227" 2020-10-31 "NHS Ayrshire & Arran" 7376 6348 1028 278 110
"2228" 2020-10-31 "NHS Borders" 2167 1924 243 14 0
"2229" 2020-10-31 "NHS Dumfries & Galloway" 3140 2928 212 10 2
"2230" 2020-10-31 "NHS Fife" 6131 5769 362 5 0
"2231" 2020-10-31 "NHS Forth Valley" 5603 5266 337 11 1
"2232" 2020-10-31 "NHS Grampian" 8137 7316 821 58 5
"2233" 2020-10-31 "NHS Greater Glasgow & Clyde" 26256 23277 2979 406 24
"2234" 2020-10-31 "NHS Highland" 6700 6321 379 15 0
"2235" 2020-10-31 "NHS Lanarkshire" 14997 12412 2585 374 77
"2236" 2020-10-31 "NHS Lothian" 19328 17289 2039 231 26
"2237" 2020-10-31 "NHS Orkney" 454 425 29 2 1
"2238" 2020-10-31 "NHS Shetland" 443 439 4 0 0
"2239" 2020-10-31 "NHS Tayside" 6175 6020 155 5 0
"2240" 2020-10-31 "NHS Western Isles" 499 486 13 0 0
"2241" 2020-11-30 "NHS Ayrshire & Arran" 5908 4797 1111 333 114
"2242" 2020-11-30 "NHS Borders" 2159 1895 264 33 7
"2243" 2020-11-30 "NHS Dumfries & Galloway" 3083 2870 213 17 4
"2244" 2020-11-30 "NHS Fife" 5628 5202 426 31 0
"2245" 2020-11-30 "NHS Forth Valley" 5204 4910 294 26 12
"2246" 2020-11-30 "NHS Grampian" 8129 7464 665 53 3
"2247" 2020-11-30 "NHS Greater Glasgow & Clyde" 24939 22519 2420 357 24
"2248" 2020-11-30 "NHS Highland" 6093 5722 371 27 2
"2249" 2020-11-30 "NHS Lanarkshire" 13621 11511 2110 377 99
"2250" 2020-11-30 "NHS Lothian" 17776 15621 2155 219 37
"2251" 2020-11-30 "NHS Orkney" 437 424 13 0 0
"2252" 2020-11-30 "NHS Shetland" 443 433 10 1 0
"2253" 2020-11-30 "NHS Tayside" 5899 5757 142 0 0
"2254" 2020-11-30 "NHS Western Isles" 479 468 11 0 0
"2255" 2020-12-31 "NHS Ayrshire & Arran" 5856 4598 1258 559 271
"2256" 2020-12-31 "NHS Borders" 2074 1642 432 96 38
"2257" 2020-12-31 "NHS Dumfries & Galloway" 2608 2305 303 21 4
"2258" 2020-12-31 "NHS Fife" 4966 4445 521 84 8
"2259" 2020-12-31 "NHS Forth Valley" 4479 4098 381 17 4
"2260" 2020-12-31 "NHS Grampian" 6786 5844 942 116 14
"2261" 2020-12-31 "NHS Greater Glasgow & Clyde" 23940 21235 2705 381 30
"2262" 2020-12-31 "NHS Highland" 6139 5723 416 33 3
"2263" 2020-12-31 "NHS Lanarkshire" 13131 10386 2745 483 134
"2264" 2020-12-31 "NHS Lothian" 16916 14106 2810 481 124
"2265" 2020-12-31 "NHS Orkney" 384 368 16 1 0
"2266" 2020-12-31 "NHS Shetland" 415 408 7 1 0
"2267" 2020-12-31 "NHS Tayside" 5402 5153 249 12 2
"2268" 2020-12-31 "NHS Western Isles" 379 373 6 0 0
"2269" 2021-01-31 "NHS Ayrshire & Arran" 5308 4162 1146 542 306
"2270" 2021-01-31 "NHS Borders" 1918 1511 407 83 38
"2271" 2021-01-31 "NHS Dumfries & Galloway" 2129 1881 248 19 2
"2272" 2021-01-31 "NHS Fife" 4494 4053 441 21 0
"2273" 2021-01-31 "NHS Forth Valley" 4261 3797 464 69 9
"2274" 2021-01-31 "NHS Grampian" 5498 4573 925 89 11
"2275" 2021-01-31 "NHS Greater Glasgow & Clyde" 22319 19550 2769 294 22
"2276" 2021-01-31 "NHS Highland" 5165 4827 338 48 4
"2277" 2021-01-31 "NHS Lanarkshire" 12853 10270 2583 513 151
"2278" 2021-01-31 "NHS Lothian" 15874 13415 2459 291 48
"2279" 2021-01-31 "NHS Orkney" 323 310 13 0 0
"2280" 2021-01-31 "NHS Shetland" 361 357 4 0 0
"2281" 2021-01-31 "NHS Tayside" 4731 4540 191 10 2
"2282" 2021-01-31 "NHS Western Isles" 337 330 7 0 0
"2283" 2021-02-28 "NHS Ayrshire & Arran" 5039 4088 951 407 207
"2284" 2021-02-28 "NHS Borders" 1813 1355 458 125 59
"2285" 2021-02-28 "NHS Dumfries & Galloway" 1847 1703 144 6 0
"2286" 2021-02-28 "NHS Fife" 4198 3827 371 13 0
"2287" 2021-02-28 "NHS Forth Valley" 3996 3370 626 41 5
"2288" 2021-02-28 "NHS Grampian" 5470 4788 682 42 4
"2289" 2021-02-28 "NHS Greater Glasgow & Clyde" 21018 18305 2713 311 26
"2290" 2021-02-28 "NHS Highland" 4996 4646 350 43 4
"2291" 2021-02-28 "NHS Lanarkshire" 11863 9907 1956 315 74
"2292" 2021-02-28 "NHS Lothian" 14803 12088 2715 472 102
"2293" 2021-02-28 "NHS Orkney" 315 293 22 2 0
"2294" 2021-02-28 "NHS Shetland" 394 387 7 0 0
"2295" 2021-02-28 "NHS Tayside" 4455 4308 147 6 0
"2296" 2021-02-28 "NHS Western Isles" 269 260 9 2 0
"2297" 2021-03-31 "NHS Ayrshire & Arran" 6332 5298 1034 382 157
"2298" 2021-03-31 "NHS Borders" 2139 1855 284 18 3
"2299" 2021-03-31 "NHS Dumfries & Galloway" 2615 2340 275 8 1
"2300" 2021-03-31 "NHS Fife" 5703 5185 518 19 0
"2301" 2021-03-31 "NHS Forth Valley" 5332 4665 667 37 6
"2302" 2021-03-31 "NHS Grampian" 7005 6197 808 44 2
"2303" 2021-03-31 "NHS Greater Glasgow & Clyde" 27630 25395 2235 152 6
"2304" 2021-03-31 "NHS Highland" 6004 5578 426 51 3
"2305" 2021-03-31 "NHS Lanarkshire" 15504 12844 2660 337 64
"2306" 2021-03-31 "NHS Lothian" 18927 16080 2847 338 79
"2307" 2021-03-31 "NHS Orkney" 411 394 17 0 0
"2308" 2021-03-31 "NHS Shetland" 428 421 7 0 0
"2309" 2021-03-31 "NHS Tayside" 5735 5568 167 3 0
"2310" 2021-03-31 "NHS Western Isles" 343 331 12 1 1
"2311" 2021-04-30 "NHS Ayrshire & Arran" 7515 6550 965 299 118
"2312" 2021-04-30 "NHS Borders" 2388 2069 319 25 3
"2313" 2021-04-30 "NHS Dumfries & Galloway" 3017 2651 366 14 0
"2314" 2021-04-30 "NHS Fife" 6247 5736 511 12 0
"2315" 2021-04-30 "NHS Forth Valley" 6054 5150 904 28 3
"2316" 2021-04-30 "NHS Grampian" 7610 6725 885 65 4
"2317" 2021-04-30 "NHS Greater Glasgow & Clyde" 30848 28443 2405 103 7
"2318" 2021-04-30 "NHS Highland" 6496 6173 323 18 1
"2319" 2021-04-30 "NHS Lanarkshire" 16778 13749 3029 364 46
"2320" 2021-04-30 "NHS Lothian" 20785 17754 3031 242 22
"2321" 2021-04-30 "NHS Orkney" 417 403 14 1 1
"2322" 2021-04-30 "NHS Shetland" 489 485 4 1 0
"2323" 2021-04-30 "NHS Tayside" 6546 6255 291 8 0
"2324" 2021-04-30 "NHS Western Isles" 475 467 8 0 0
"2325" 2021-05-31 "NHS Ayrshire & Arran" 8783 7618 1165 300 127
"2326" 2021-05-31 "NHS Borders" 2682 2263 419 64 24
"2327" 2021-05-31 "NHS Dumfries & Galloway" 3424 2981 443 36 2
"2328" 2021-05-31 "NHS Fife" 7108 6197 911 68 8
"2329" 2021-05-31 "NHS Forth Valley" 6424 5383 1041 59 7
"2330" 2021-05-31 "NHS Grampian" 8881 7785 1096 72 6
"2331" 2021-05-31 "NHS Greater Glasgow & Clyde" 33638 30878 2760 118 6
"2332" 2021-05-31 "NHS Highland" 7876 7387 489 25 2
"2333" 2021-05-31 "NHS Lanarkshire" 18645 14841 3804 482 90
"2334" 2021-05-31 "NHS Lothian" 23082 19031 4051 568 145
"2335" 2021-05-31 "NHS Orkney" 498 486 12 0 0
"2336" 2021-05-31 "NHS Shetland" 523 517 6 0 0
"2337" 2021-05-31 "NHS Tayside" 7453 7031 422 6 0
"2338" 2021-05-31 "NHS Western Isles" 564 536 28 0 0
"2339" 2021-06-30 "NHS Ayrshire & Arran" 9020 7395 1625 583 236
"2340" 2021-06-30 "NHS Borders" 2693 2204 489 87 45
"2341" 2021-06-30 "NHS Dumfries & Galloway" 3795 3256 539 67 1
"2342" 2021-06-30 "NHS Fife" 7536 6646 890 34 1
"2343" 2021-06-30 "NHS Forth Valley" 7101 5804 1297 58 9
"2344" 2021-06-30 "NHS Grampian" 9432 8424 1008 77 10
"2345" 2021-06-30 "NHS Greater Glasgow & Clyde" 36119 32239 3880 211 7
"2346" 2021-06-30 "NHS Highland" 8687 8001 686 60 6
"2347" 2021-06-30 "NHS Lanarkshire" 19234 14156 5078 652 103
"2348" 2021-06-30 "NHS Lothian" 23955 19505 4450 549 111
"2349" 2021-06-30 "NHS Orkney" 520 510 10 1 0
"2350" 2021-06-30 "NHS Shetland" 551 547 4 0 0
"2351" 2021-06-30 "NHS Tayside" 7896 7413 483 20 5
"2352" 2021-06-30 "NHS Western Isles" 561 544 17 0 0
"2353" 2021-07-31 "NHS Ayrshire & Arran" 8935 7371 1564 630 279
"2354" 2021-07-31 "NHS Borders" 2708 2207 501 105 42
"2355" 2021-07-31 "NHS Dumfries & Galloway" 3997 3389 608 55 3
"2356" 2021-07-31 "NHS Fife" 7177 6088 1089 67 5
"2357" 2021-07-31 "NHS Forth Valley" 7066 5424 1642 136 34
"2358" 2021-07-31 "NHS Grampian" 8740 7208 1532 189 56
"2359" 2021-07-31 "NHS Greater Glasgow & Clyde" 35042 29462 5580 517 33
"2360" 2021-07-31 "NHS Highland" 9027 8267 760 72 10
"2361" 2021-07-31 "NHS Lanarkshire" 18216 12394 5822 1076 169
"2362" 2021-07-31 "NHS Lothian" 22542 17736 4806 720 144
"2363" 2021-07-31 "NHS Orkney" 555 541 14 0 0
"2364" 2021-07-31 "NHS Shetland" 626 608 18 0 0
"2365" 2021-07-31 "NHS Tayside" 7558 7000 558 24 9
"2366" 2021-07-31 "NHS Western Isles" 640 612 28 1 0
"2367" 2021-08-31 "NHS Ayrshire & Arran" 9242 7342 1900 710 324
"2368" 2021-08-31 "NHS Borders" 2711 1931 780 286 157
"2369" 2021-08-31 "NHS Dumfries & Galloway" 4003 3300 703 127 27
"2370" 2021-08-31 "NHS Fife" 7192 6022 1170 107 8
"2371" 2021-08-31 "NHS Forth Valley" 7522 5608 1914 278 41
"2372" 2021-08-31 "NHS Grampian" 9253 7588 1665 146 22
"2373" 2021-08-31 "NHS Greater Glasgow & Clyde" 35309 27500 7809 1186 197
"2374" 2021-08-31 "NHS Highland" 8903 7921 982 129 19
"2375" 2021-08-31 "NHS Lanarkshire" 18465 12473 5992 1064 173
"2376" 2021-08-31 "NHS Lothian" 24246 17619 6627 1471 492
"2377" 2021-08-31 "NHS Orkney" 562 544 18 0 0
"2378" 2021-08-31 "NHS Shetland" 602 587 15 0 0
"2379" 2021-08-31 "NHS Tayside" 7883 7258 625 15 3
"2380" 2021-08-31 "NHS Western Isles" 645 629 16 2 0
"2381" 2021-09-30 "NHS Ayrshire & Arran" 8133 6227 1906 869 470
"2382" 2021-09-30 "NHS Borders" 2413 1831 582 191 105
"2383" 2021-09-30 "NHS Dumfries & Galloway" 3791 3151 640 73 5
"2384" 2021-09-30 "NHS Fife" 6866 5502 1364 250 50
